"Date", "Wind Dir", "Wind Speed", "Temp.", "Humi.", "heatidx", "Pres.", "Prec.", "Vis."
"22/01/22", "215", "1.0", "0.0", "0.0", "-8.8", "979.3", "3.8", ""
"22/01/24", "198", "1.4", "0.0", "0.0", "-8.8", "980.6", "0.0", ""
"22/01/25", "194", "1.4", "0.0", "0.0", "-8.8", "979.4", "0.0", ""
"22/01/27", "207", "1.4", "0.0", "0.0", "-8.8", "979.3", "0.0", ""
"22/01/30", "197", "1.9", "0.0", "0.0", "-8.8", "976.8", "0.0", ""
"22/01/31", "185", "1.4", "0.0", "0.0", "-8.8", "977.8", "0.0", ""
"22/02/01", "155", "2.5", "0.0", "0.0", "-8.8", "979.3", "0.0", ""
"22/02/03", "185", "1.5", "0.0", "0.0", "-8.8", "980.7", "0.4", ""
"22/02/06", "206", "1.4", "0.0", "0.0", "-8.8", "982.0", "0.2", ""
"22/02/09", "206", "1.7", "0.0", "0.0", "-8.8", "981.0", "0.0", ""
"22/02/10", "177", "2.4", "0.0", "0.0", "-8.8", "982.3", "0.0", ""
"22/02/11", "201", "1.8", "0.0", "0.0", "-8.8", "979.4", "4.0", ""
"22/02/14", "180", "1.7", "0.0", "0.0", "-8.8", "981.2", "0.0", ""
"22/02/15", "214", "1.3", "0.0", "0.0", "-8.8", "980.6", "5.2", ""
"22/02/16", "149", "1.6", "0.0", "0.0", "-8.8", "979.0", "20.2", ""
"22/02/20", "132", "3.9", "0.0", "0.0", "-8.8", "981.0", "22.8", ""
"22/03/11", "180", "1.5", "0.0", "0.0", "-8.8", "976.0", "0.0", ""
"22/03/24", "177", "1.8", "0.0", "0.0", "-8.8", "978.1", "0.2", ""
"22/05/17", "213", "1.3", "0.0", "0.0", "-8.8", "980.0", "0.0", ""
"22/05/20", "148", "2.2", "-13.1", "44.3", "121.2", "975.0", "7.8", ""
"22/05/28", "178", "2.1", "-15.3", "57.1", "162.3", "972.1", "0.0", ""
"22/08/15", "201", "1.1", "-17.3", "0.0", "-40.4", "975.0", "0.0", ""
"22/09/14", "198", "2.0", "-16.8", "44.1", "141.8", "979.0", "58.4", ""
"22/09/16", "187", "1.5", "-16.0", "43.7", "136.0", "975.3", "6.0", ""
"22/09/18", "196", "1.3", "-18.2", "55.8", "181.6", "977.5", "0.0", ""
"22/09/20", "200", "1.5", "-17.2", "48.9", "157.4", "976.9", "0.0", ""
