"Date", "Wind Dir", "Wind Speed", "Temp.", "Humi.", "heatidx", "Pres.", "Prec.", "Vis."
"22/02/25", "89", "0.4", "24.8", "95.9", "25.1", "1009.3", "12.2", ""
"22/04/30", "160", "0.1", "26.4", "92.5", "29.1", "1004.0", "13.6", ""
"22/05/18", "152", "0.1", "27.9", "88.3", "33.0", "1007.4", "26.0", ""
"22/05/22", "223", "0.7", "27.6", "80.7", "31.3", "1003.1", "0.4", ""
"22/05/24", "161", "0.8", "28.1", "83.2", "33.0", "1006.9", "0.0", ""
"22/05/28", "239", "1.2", "27.3", "83.6", "30.9", "1004.6", "7.2", ""
"22/05/29", "234", "1.0", "25.8", "89.6", "27.6", "1004.9", "5.2", ""
"22/06/05", "157", "0.1", "26.7", "88.1", "29.7", "1005.7", "1.8", ""
"22/06/06", "156", "0.5", "26.6", "88.3", "29.4", "1005.5", "64.8", ""
"22/06/15", "170", "0.2", "26.2", "90.4", "28.6", "1006.9", "7.2", ""
"22/06/25", "175", "0.7", "26.5", "87.7", "29.3", "1004.3", "0.6", ""
"22/07/01", "236", "0.8", "27.6", "83.8", "31.7", "1003.0", "0.0", ""
"22/07/10", "248", "0.6", "27.2", "89.6", "31.2", "1004.8", "2.2", ""
"22/07/11", "254", "0.4", "25.6", "93.4", "27.1", "1005.5", "3.0", ""
"22/07/18", "190", "1.2", "28.7", "84.0", "34.9", "1004.8", "0.0", ""
"22/07/26", "7", "1.2", "28.5", "86.7", "34.7", "1005.0", "0.0", ""
"22/07/30", "204", "1.4", "28.0", "85.9", "33.0", "1004.1", "0.2", ""
"22/08/10", "232", "1.8", "29.1", "76.6", "34.3", "1004.2", "0.0", ""
"22/08/19", "200", "1.2", "27.6", "87.8", "32.2", "1005.3", "5.2", ""
"22/08/22", "214", "1.9", "27.8", "80.6", "31.6", "1005.5", "0.0", ""
"22/08/30", "117", "0.3", "26.4", "90.6", "29.1", "1005.9", "27.6", ""
"22/08/31", "140", "0.0", "26.5", "91.6", "29.5", "1005.2", "3.6", ""
"22/09/01", "168", "0.0", "27.0", "87.8", "30.5", "1005.8", "0.2", ""
"22/09/04", "217", "0.0", "28.4", "79.3", "32.9", "1006.0", "0.0", ""
"22/09/05", "209", "0.0", "27.0", "89.6", "30.6", "1006.5", "3.4", ""
"22/09/16", "215", "0.0", "27.4", "79.8", "30.6", "1005.5", "0.0", ""
"22/09/17", "189", "0.0", "27.1", "83.6", "30.4", "1005.9", "0.0", ""
"22/09/28", "235", "0.0", "26.9", "86.6", "30.0", "1003.1", "0.4", ""
"22/10/10", "186", "0.0", "25.9", "91.5", "27.9", "1008.6", "0.2", ""
"Average", "185", "0.6", "27.1", "86.8", "30.7", "1005.4", "", "-"
"Minimum", "", "", "24.8", "76.6", "25.1", "1003.0", "", "-"
"Day", "", "", "22/02/25", "22/08/10", "22/02/25", "22/07/01", "", ""
"Maximum", "214", "1.9", "29.1", "95.9", "34.9", "1009.3", "185.0", "-"
"Day", "", "22/08/22", "22/08/10", "22/02/25", "22/07/18", "22/02/25", "20 days", ""
