"Date", "Wind Dir", "Wind Speed", "Temp.", "Humi.", "heatidx", "Pres.", "Prec.", "Vis."
"22/01/01", "87", "1.9", "24.4", "70.2", "25.3", "1010.7", "0.0", ""
"22/01/02", "53", "2.1", "23.8", "71.4", "24.7", "1009.9", "0.0", ""
"22/01/03", "36", "1.9", "23.8", "72.0", "24.7", "1008.4", "0.0", ""
"22/01/04", "89", "1.5", "23.9", "75.0", "24.6", "1008.2", "0.0", ""
"22/01/05", "40", "1.4", "24.3", "76.0", "25.0", "1007.4", "0.0", ""
"22/01/06", "31", "1.9", "18.4", "96.2", "15.4", "1008.7", "0.0", ""
"22/01/11", "99", "1.0", "24.0", "72.4", "24.8", "1006.4", "0.0", ""
"22/01/12", "113", "1.6", "24.8", "70.9", "25.8", "1008.4", "0.0", ""
"22/01/13", "111", "1.6", "24.8", "69.7", "25.7", "1008.0", "0.2", ""
"22/01/14", "126", "1.8", "24.7", "70.6", "25.7", "1007.9", "0.2", ""
"22/01/15", "145", "1.6", "24.9", "72.1", "25.8", "1007.3", "0.0", ""
"22/01/16", "147", "1.7", "24.9", "73.7", "25.8", "1007.6", "0.2", ""
"22/01/17", "5", "1.9", "25.9", "70.8", "27.1", "1007.8", "0.0", ""
"22/01/18", "99", "1.8", "25.3", "72.2", "26.3", "1007.4", "0.4", ""
"22/01/19", "171", "2.0", "24.8", "71.2", "25.7", "1006.1", "1.0", ""
"22/01/20", "105", "2.1", "25.3", "72.8", "26.3", "1004.7", "0.4", ""
"22/01/21", "135", "1.7", "23.9", "83.3", "24.0", "1004.8", "0.6", ""
"22/01/22", "55", "1.4", "23.5", "87.8", "23.0", "1003.6", "0.2", ""
"22/01/23", "6", "1.9", "23.3", "76.2", "23.9", "1004.3", "0.0", ""
"22/01/24", "77", "1.6", "24.3", "73.1", "25.0", "1004.7", "0.0", ""
"22/01/25", "74", "1.6", "25.1", "67.1", "26.1", "1004.7", "0.0", ""
"22/01/26", "60", "1.6", "25.4", "62.7", "26.4", "1004.7", "0.0", ""
"22/01/27", "64", "1.3", "25.9", "66.4", "27.0", "1004.9", "0.0", ""
"22/01/28", "110", "1.6", "26.0", "69.5", "27.2", "1004.4", "37.8", ""
"22/01/29", "142", "1.5", "26.0", "67.9", "27.2", "1003.3", "0.0", ""
"22/01/30", "129", "1.8", "24.8", "67.1", "25.8", "1002.8", "0.0", ""
"22/01/31", "100", "1.6", "24.0", "66.1", "25.1", "1003.5", "0.0", ""
"22/02/01", "151", "2.2", "26.1", "74.9", "27.6", "1004.0", "0.0", ""
"22/02/02", "153", "1.8", "26.9", "72.6", "28.9", "1005.7", "0.2", ""
"22/02/03", "142", "1.8", "27.1", "76.2", "29.6", "1005.1", "0.4", ""
"22/02/04", "38", "2.7", "26.7", "74.8", "28.6", "1006.0", "2.8", ""
"22/02/05", "13", "2.3", "22.6", "86.6", "21.8", "1008.3", "1.6", ""
