"Date", "Wind Dir", "Wind Speed", "Temp.", "Humi.", "heatidx", "Pres.", "Prec.", "Vis."
"22/01/17", "149", "3.6", "26.6", "80.5", "28.8", "1010.5", "0.0", ""
"22/01/18", "157", "3.7", "26.7", "76.8", "28.8", "1009.5", "0.0", ""
"22/01/19", "158", "4.5", "26.7", "77.1", "28.9", "1008.7", "0.0", ""
"22/01/20", "164", "4.0", "26.7", "76.4", "28.9", "1008.5", "0.0", ""
"22/01/22", "157", "4.1", "27.1", "77.8", "29.7", "1007.0", "0.0", ""
"22/01/27", "189", "3.8", "25.8", "80.9", "27.3", "1008.6", "0.0", ""
"22/02/08", "216", "3.5", "26.1", "88.0", "28.3", "1009.0", "1.0", ""
"22/02/10", "161", "3.5", "26.7", "83.8", "29.4", "1008.2", "0.6", ""
"22/02/11", "195", "3.0", "26.4", "83.5", "28.8", "1007.7", "0.0", ""
"22/02/16", "158", "4.8", "27.4", "85.9", "31.3", "1005.1", "35.6", ""
"22/02/21", "158", "4.2", "28.2", "77.7", "32.1", "1008.6", "0.0", ""
"22/02/25", "73", "11.7", "24.8", "93.5", "25.2", "1009.5", "113.0", ""
"22/02/27", "152", "4.1", "24.4", "93.0", "24.2", "1010.1", "5.6", ""
"22/03/03", "130", "4.6", "27.9", "80.4", "32.0", "1009.1", "0.2", ""
"22/03/04", "204", "2.3", "26.0", "89.0", "28.1", "1008.3", "26.6", ""
"22/03/08", "152", "4.9", "27.0", "83.8", "30.0", "1007.9", "1.2", ""
"22/03/11", "174", "3.8", "27.5", "79.6", "30.9", "1006.3", "0.0", ""
"22/03/12", "164", "3.5", "27.9", "78.3", "31.6", "1005.6", "0.0", ""
"22/03/15", "137", "4.4", "27.9", "80.7", "32.0", "1005.5", "0.0", ""
"22/03/17", "164", "4.1", "28.1", "81.3", "32.6", "1005.6", "0.0", ""
"22/03/21", "141", "3.6", "27.8", "83.0", "32.0", "1007.3", "6.8", ""
"22/03/22", "159", "4.4", "27.4", "83.8", "31.2", "1007.8", "19.8", ""
"22/03/23", "172", "4.3", "27.3", "84.3", "30.9", "1007.8", "28.8", ""
