"Date", "Wind Dir", "Wind Speed", "Temp.", "Humi.", "heatidx", "Pres.", "Prec.", "Vis."
"22/01/04", "54", "5.1", "27.3", "80.8", "30.6", "1006.3", "0.0", ""
"22/01/13", "65", "5.0", "26.8", "71.6", "28.6", "1007.1", "0.0", ""
"22/01/19", "70", "3.9", "27.6", "74.3", "30.4", "1004.7", "0.0", ""
"22/01/21", "37", "2.9", "27.3", "77.4", "30.2", "1004.9", "0.0", ""
"22/02/06", "70", "3.9", "27.6", "77.1", "30.8", "1005.5", "0.2", ""
"22/02/26", "56", "5.1", "24.1", "96.0", "23.3", "1006.2", "4.0", ""
"22/03/08", "66", "4.7", "27.0", "82.2", "30.0", "1003.8", "0.0", ""
"22/04/29", "34", "2.6", "28.3", "85.2", "33.8", "1002.0", "14.0", ""
"22/05/09", "59", "2.8", "26.4", "95.2", "29.4", "1001.9", "0.2", ""
"22/05/10", "41", "3.3", "27.7", "89.5", "32.7", "1002.0", "0.0", ""
"22/05/11", "51", "2.1", "25.8", "94.2", "27.7", "1003.3", "8.4", ""
"22/06/08", "351", "1.7", "27.5", "87.7", "31.8", "1003.4", "0.0", ""
"22/07/03", "231", "1.7", "28.2", "83.8", "33.1", "1002.7", "0.6", ""
"22/07/13", "240", "1.3", "26.3", "94.1", "29.0", "1001.1", "1.0", ""
"22/07/14", "250", "2.4", "27.4", "90.4", "31.9", "1001.3", "3.4", ""
"22/08/08", "213", "2.1", "28.2", "83.1", "33.0", "1004.1", "0.0", ""
"22/08/17", "298", "1.8", "26.1", "92.2", "28.3", "1005.0", "7.0", ""
"22/08/25", "228", "1.7", "26.9", "92.3", "30.6", "1003.2", "71.6", ""
"22/09/14", "268", "2.6", "27.3", "82.9", "30.8", "1008.0", "0.0", ""
"22/10/02", "286", "1.9", "27.7", "88.1", "32.6", "1004.2", "0.0", ""
"22/10/03", "52", "1.5", "26.1", "94.2", "28.5", "1004.4", "0.0", ""
"22/10/09", "58", "1.1", "25.5", "96.1", "27.0", "1007.3", "0.6", ""
"22/10/23", "36", "2.9", "26.2", "90.4", "28.5", "1007.6", "2.2", ""
"22/11/12", "42", "2.2", "25.9", "93.5", "28.0", "1003.6", "21.6", ""
"Average", "131", "2.8", "26.9", "87.2", "30.1", "1004.3", "", "-"
"Minimum", "", "", "24.1", "71.6", "23.3", "1001.1", "", "-"
"Day", "", "", "22/02/26", "22/01/13", "22/02/26", "22/07/13", "", ""
"Maximum", "56", "5.1", "28.3", "96.1", "33.8", "1008.0", "134.8", "-"
"Day", "", "22/02/26", "22/04/29", "22/10/09", "22/04/29", "22/09/14", "13 days", ""
