"Date", "Wind Dir", "Wind Speed", "Temp.", "Humi.", "heatidx", "Pres.", "Prec.", "Vis."
"22/01/12", "65", "0.9", "27.0", "79.5", "29.7", "1013.4", "0.0", ""
"22/02/06", "16", "1.9", "26.2", "74.0", "27.8", "1012.1", "0.0", ""
"22/02/09", "178", "1.9", "29.1", "81.9", "35.3", "1010.2", "0.0", ""
"22/03/06", "172", "3.9", "29.8", "85.2", "38.4", "1008.9", "0.0", ""
"22/04/26", "189", "4.4", "31.5", "78.8", "42.1", "1006.0", "0.0", ""
"22/04/29", "144", "2.6", "29.6", "78.8", "36.1", "1006.7", "0.0", ""
"22/05/07", "10", "0.4", "25.2", "99.9", "25.9", "1007.5", "4.6", ""
"22/05/10", "179", "2.7", "28.6", "96.0", "37.1", "1007.7", "0.8", ""
"22/05/12", "225", "3.2", "29.2", "89.4", "37.8", "1006.2", "0.4", ""
"22/05/17", "180", "3.1", "28.5", "88.6", "35.2", "1008.1", "1.2", ""
"22/06/05", "205", "2.6", "27.8", "90.5", "33.2", "1006.7", "6.0", ""
"22/06/07", "214", "4.4", "28.6", "74.2", "32.5", "1007.2", "0.0", ""
"22/06/14", "192", "3.8", "30.0", "84.8", "39.1", "1007.0", "0.0", ""
"22/07/13", "235", "3.3", "26.3", "93.2", "29.1", "1003.6", "0.0", ""
"22/08/10", "243", "4.1", "29.1", "77.6", "34.4", "1004.3", "0.0", ""
"22/08/26", "185", "4.2", "26.5", "94.0", "29.5", "1007.0", "10.8", ""
"22/09/15", "242", "3.5", "29.6", "76.9", "35.6", "1007.4", "0.0", ""
"22/09/23", "358", "1.1", "27.8", "94.9", "34.0", "1007.3", "0.8", ""
"22/09/27", "253", "1.2", "26.6", "98.0", "30.4", "1005.7", "3.4", ""
"22/09/28", "300", "1.6", "28.1", "87.0", "33.6", "1003.1", "33.2", ""
"22/09/29", "240", "1.6", "26.1", "99.9", "28.8", "1003.1", "12.3", ""
"22/09/30", "206", "4.6", "28.5", "87.7", "34.8", "1005.0", "0.0", ""
"22/10/01", "200", "2.6", "28.7", "86.6", "35.4", "1006.8", "0.4", ""
"22/10/02", "164", "1.6", "28.5", "87.6", "35.0", "1007.3", "16.0", ""
"22/10/03", "32", "1.9", "26.1", "98.0", "28.7", "1008.9", "18.2", ""
"22/10/04", "20", "2.1", "27.9", "93.4", "34.1", "1010.0", "0.0", ""
"22/10/05", "8", "2.1", "27.8", "93.9", "33.7", "1010.2", "0.2", ""
"22/10/06", "20", "1.6", "27.2", "95.2", "31.9", "1010.6", "1.3", ""
"22/10/07", "39", "2.2", "27.1", "93.9", "31.6", "1010.8", "0.4", ""
"22/10/08", "24", "2.3", "28.3", "90.3", "34.9", "1010.9", "0.0", ""
"22/10/09", "19", "2.4", "28.3", "97.6", "36.3", "1013.0", "0.0", ""
"22/10/18", "0", "0.0", "27.1", "65.3", "28.6", "1009.5", "0.0", ""
"22/10/19", "0", "0.0", "26.6", "70.7", "28.3", "1010.0", "0.0", ""
"22/10/20", "0", "0.0", "26.5", "73.2", "28.2", "1012.4", "0.0", ""
"22/10/21", "0", "0.0", "26.1", "95.1", "28.7", "1012.2", "0.0", ""
"22/10/22", "0", "0.0", "28.6", "79.8", "33.6", "1012.3", "12.8", ""
"22/10/23", "0", "0.0", "28.6", "77.8", "33.1", "1011.6", "0.0", ""
"22/10/24", "0", "0.0", "29.1", "78.0", "34.5", "1010.9", "0.0", ""
"22/10/25", "0", "0.0", "30.4", "66.1", "35.0", "1010.7", "0.0", ""
"22/11/09", "0", "0.0", "26.0", "74.7", "27.4", "1012.3", "0.0", ""
"22/11/10", "0", "0.0", "27.4", "69.7", "29.5", "1011.8", "0.0", ""
"22/11/11", "0", "0.0", "28.0", "72.7", "31.0", "1011.2", "0.0", ""
"22/11/12", "0", "0.0", "28.4", "76.9", "32.5", "1010.2", "0.0", ""
"22/11/13", "0", "0.0", "29.2", "75.1", "34.2", "1010.1", "1.0", ""
"22/11/14", "0", "0.0", "27.1", "92.5", "31.4", "1010.8", "0.2", ""
"22/11/15", "0", "0.0", "28.2", "87.7", "34.0", "1009.8", "0.0", ""
"22/11/16", "7", "0.7", "28.3", "88.6", "34.5", "1009.0", "9.6", ""
"22/11/17", "141", "1.8", "28.9", "85.8", "35.6", "1009.1", "0.2", ""
"22/11/18", "6", "1.6", "28.3", "91.7", "35.1", "1010.1", "0.0", ""
"22/11/19", "11", "2.7", "28.4", "89.9", "35.2", "1008.7", "0.0", ""
"22/11/20", "31", "3.1", "28.5", "78.4", "33.0", "1008.2", "0.0", ""
"22/11/21", "4", "2.0", "29.1", "79.7", "34.9", "1007.3", "0.0", ""
"22/11/22", "35", "1.3", "27.3", "98.4", "32.8", "1008.3", "0.0", ""
"22/11/23", "22", "3.3", "27.8", "87.4", "32.6", "1007.7", "2.7", ""
"22/11/24", "19", "2.9", "26.3", "97.5", "29.2", "1009.3", "50.5", ""
"22/11/25", "27", "2.2", "27.0", "93.7", "31.2", "1010.5", "14.6", ""
"22/11/26", "221", "1.5", "27.1", "95.9", "31.6", "1009.8", "0.0", ""
"22/11/27", "203", "1.7", "28.3", "90.3", "34.7", "1009.1", "0.0", ""
"22/11/28", "199", "1.2", "29.2", "86.8", "36.9", "1009.8", "0.0", ""
"22/11/29", "304", "1.0", "28.9", "88.8", "36.4", "1010.1", "18.6", ""
"22/11/30", "15", "2.4", "27.0", "90.7", "30.9", "1010.2", "12.6", ""
"22/12/01", "8", "2.6", "27.3", "95.1", "32.3", "1010.0", "6.0", ""
"22/12/02", "19", "3.2", "27.1", "90.4", "31.1", "1010.1", "0.0", ""
"22/12/03", "24", "2.9", "26.9", "81.4", "29.7", "1010.3", "0.0", ""
"22/12/04", "35", "3.1", "28.0", "83.3", "32.7", "1010.5", "0.0", ""
"22/12/05", "46", "4.0", "28.1", "80.9", "32.4", "1011.3", "0.0", ""
"22/12/06", "36", "3.4", "27.3", "72.3", "29.7", "1010.6", "0.0", ""
"22/12/07", "24", "2.9", "27.1", "78.5", "29.7", "1010.8", "0.0", ""
"22/12/08", "14", "2.6", "27.5", "77.2", "30.5", "1010.6", "0.0", ""
"22/12/09", "2", "2.1", "27.3", "82.8", "30.7", "1010.2", "0.0", ""
"22/12/10", "10", "1.7", "27.6", "82.6", "31.5", "1009.9", "0.0", ""
"22/12/11", "37", "0.8", "27.4", "78.6", "30.5", "1010.6", "0.0", ""
"22/12/12", "64", "2.7", "26.8", "66.7", "28.4", "1011.8", "0.0", ""
"22/12/13", "18", "2.6", "22.7", "72.5", "23.7", "1013.3", "0.0", ""
"22/12/14", "38", "3.3", "22.6", "63.5", "24.4", "1013.5", "0.0", ""
"22/12/15", "12", "2.4", "23.2", "69.2", "24.3", "1011.2", "0.0", ""
"22/12/16", "11", "2.3", "24.8", "72.0", "25.7", "1010.4", "0.0", ""
"22/12/17", "53", "7.4", "25.0", "60.3", "26.0", "1013.0", "0.0", ""
"22/12/18", "57", "7.0", "21.9", "51.0", "24.9", "1014.7", "0.0", ""
"22/12/19", "23", "3.7", "21.1", "57.0", "24.6", "1012.9", "0.0", ""
"22/12/20", "8", "2.7", "22.7", "65.5", "24.3", "1011.5", "0.0", ""
"22/12/21", "10", "2.5", "24.1", "70.0", "25.0", "1010.8", "0.0", ""
"22/12/22", "17", "1.8", "24.4", "75.8", "25.1", "1010.8", "0.0", ""
"22/12/23", "21", "0.8", "25.0", "77.1", "25.9", "1011.3", "0.0", ""
"22/12/24", "39", "2.2", "23.9", "70.4", "24.8", "1013.7", "0.0", ""
"22/12/25", "13", "1.9", "23.1", "73.7", "23.9", "1015.5", "0.0", ""
"22/12/26", "15", "2.4", "23.3", "72.7", "24.1", "1015.7", "0.0", ""
"22/12/27", "7", "1.6", "23.7", "73.5", "24.5", "1015.2", "0.0", ""
"22/12/28", "5", "0.9", "24.0", "77.1", "24.6", "1015.2", "0.0", ""
"22/12/29", "13", "1.9", "24.7", "70.9", "25.6", "1016.0", "0.0", ""
"22/12/30", "18", "1.8", "23.9", "72.5", "24.7", "1016.6", "0.0", ""
"22/12/31", "34", "2.8", "23.3", "65.8", "24.6", "1016.5", "0.0", ""
"Average", "73", "2.1", "27.0", "81.8", "29.9", "1010.1", "", "-"
"Minimum", "", "", "21.1", "51.0", "23.7", "1003.1", "", "-"
"Day", "", "", "22/12/19", "22/12/18", "22/12/13", "22/09/29", "", ""
"Maximum", "53", "7.4", "31.5", "99.9", "42.1", "1016.6", "238.8", "-"
"Day", "", "22/12/17", "22/04/26", "22/05/07", "22/04/26", "22/12/30", "27 days", ""
