"Date", "Wind Dir", "Wind Speed", "Temp.", "Humi.", "heatidx", "Pres.", "Prec.", "Vis."
"22/02/18", "182", "3.0", "0.0", "65.3", "73.9", "991.8", "0.0", ""
"22/06/22", "180", "3.1", "0.0", "0.0", "-8.8", "991.0", "0.6", ""
"22/07/05", "168", "3.4", "0.0", "0.0", "-8.8", "986.3", "0.0", ""
"22/07/26", "186", "2.4", "0.0", "0.0", "-8.8", "988.9", "0.0", ""
"22/08/19", "238", "4.3", "0.0", "0.0", "-8.8", "986.1", "18.8", ""
"22/10/01", "151", "3.1", "0.0", "0.0", "-8.8", "989.0", "37.2", ""
"22/10/12", "17", "3.8", "0.0", "0.0", "-8.8", "992.6", "0.0", ""
"22/12/15", "13", "2.6", "0.0", "0.0", "-8.8", "992.5", "0.0", ""
"Average", "142", "3.2", "0.0", "8.2", "9.2", "989.8", "", "-"
"Minimum", "", "", "0.0", "0.0", "-8.8", "986.1", "", "-"
"Day", "", "", "22/02/18", "22/06/22", "22/06/22", "22/08/19", "", ""
"Maximum", "238", "4.3", "0.0", "65.3", "73.9", "992.6", "56.6", "-"
"Day", "", "22/08/19", "22/02/18", "22/02/18", "22/02/18", "22/10/12", "3 days", ""
