"Date", "Wind Dir", "Wind Speed", "Temp.", "Humi.", "heatidx", "Pres.", "Prec.", "Vis."
"22/01/04", "30", "1.9", "26.1", "84.4", "28.0", "1008.4", "0.0", ""
"22/01/12", "171", "1.2", "26.7", "79.6", "29.0", "1009.4", "0.0", ""
"22/01/15", "167", "1.3", "26.8", "75.2", "29.0", "1009.1", "0.0", ""
"22/02/09", "139", "0.6", "26.2", "90.4", "28.6", "1007.7", "1.6", ""
"22/02/13", "158", "1.0", "27.0", "85.8", "30.3", "1004.1", "0.4", ""
"22/03/08", "155", "1.3", "25.3", "93.2", "26.4", "1006.2", "34.4", ""
"22/03/20", "147", "0.7", "26.9", "88.3", "30.3", "1003.9", "16.4", ""
"22/04/13", "259", "1.1", "29.0", "81.1", "34.9", "1003.2", "0.0", ""
"22/04/15", "312", "1.6", "29.4", "79.3", "35.7", "1003.4", "0.0", ""
"22/04/17", "104", "1.0", "29.4", "81.5", "36.1", "1004.0", "0.0", ""
"22/04/25", "116", "0.7", "29.5", "79.4", "35.9", "1003.7", "0.0", ""
"22/04/28", "112", "0.7", "29.2", "82.6", "35.9", "1003.8", "4.0", ""
"22/04/29", "75", "1.0", "27.7", "87.3", "32.4", "1003.5", "0.2", ""
"22/05/11", "182", "0.6", "27.2", "92.4", "31.6", "1004.6", "80.4", ""
"22/05/16", "204", "1.2", "28.6", "80.2", "33.7", "1005.2", "0.0", ""
"22/06/01", "218", "0.9", "28.9", "79.8", "34.3", "1003.2", "0.0", ""
"22/06/03", "220", "1.2", "28.6", "78.8", "33.4", "1004.6", "0.0", ""
"22/06/11", "263", "1.2", "28.9", "76.5", "33.8", "1005.3", "0.0", ""
"22/06/16", "134", "0.5", "28.3", "83.4", "33.3", "1005.8", "0.0", ""
"22/07/09", "201", "1.9", "26.9", "81.5", "29.7", "1003.2", "0.4", ""
"22/07/10", "214", "2.0", "26.9", "85.0", "30.0", "1003.7", "3.4", ""
"22/07/15", "216", "1.2", "27.2", "85.3", "30.7", "1003.0", "19.0", ""
"22/11/25", "95", "0.2", "26.0", "65.0", "27.2", "1006.8", "0.0", ""
"22/12/02", "350", "0.3", "28.7", "60.5", "30.7", "1008.7", "0.0", ""
"22/12/15", "62", "1.3", "27.1", "49.2", "27.4", "1009.7", "0.0", ""
"22/12/16", "69", "1.7", "27.3", "51.5", "27.8", "1009.1", "0.0", ""
"22/12/17", "55", "0.0", "29.2", "55.5", "30.7", "1011.3", "0.0", ""
"22/12/18", "53", "0.0", "27.7", "50.0", "28.2", "1014.8", "0.0", ""
"22/12/27", "8", "0.3", "26.2", "49.3", "26.7", "1016.6", "0.0", ""
"Average", "155", "1.0", "27.7", "76.3", "30.8", "1006.4", "", "-"
"Minimum", "", "", "25.3", "49.2", "26.4", "1003.0", "", "-"
"Day", "", "", "22/03/08", "22/12/15", "22/03/08", "22/07/15", "", ""
"Maximum", "213", "2.0", "29.5", "93.2", "36.1", "1016.6", "160.2", "-"
"Day", "", "22/07/10", "22/04/25", "22/03/08", "22/04/17", "22/12/27", "10 days", ""
